id,name,type,source,usage,img_src
material217,「诗文」的哲学,角色天赋素材,合成获得 活动获得 忘却之峡 精通秘境:沉睡之国Ⅳ（忘却之峡限时开启） 时间：周三/周六/周日 秘境获得,"{'旅行者': '风元素天赋6→7，9→10；岩元素天赋一6→7，9→10', '阿贝多': '天赋6→10', '温迪': '天赋6→10', '杜林': '天赋6→10', '丽莎': '天赋6→10', '米卡': '天赋6→10', '凯亚': '天赋6→10', '塔利雅': '天赋6→10', '菲谢尔': '天赋6→10', '罗莎莉亚': '天赋6→10'}",https://patchwiki.biligame.com/images/ys/thumb/4/4e/s9sur7i24x9pey4tbuljh2hc1jc79tw.png/60px-%E3%80%8C%E8%AF%97%E6%96%87%E3%80%8D%E7%9A%84%E5%93%B2%E5%AD%A6.png.jpeg
material218,「勤劳」的哲学,角色天赋素材,活动获得 合成获得 太山府 精通秘境:深炎之底Ⅰ/Ⅱ/Ⅲ/Ⅳ（太山府限时开启） 时间：周二/周五/周日 秘境获得,"{'旅行者': '岩元素天赋二三8→9', '枫原万叶': '天赋6→10', '胡桃': '天赋6→10', '甘雨': '天赋6→10', '重云': '天赋6→10', '瑶瑶': '天赋6→10', '香菱': '天赋6→10', '蓝砚': '天赋6→10', '云堇': '天赋6→10'}",https://patchwiki.biligame.com/images/ys/thumb/8/88/cthf8i45kleres4039zefoigzlalaiq.png/60px-%E3%80%8C%E5%8B%A4%E5%8A%B3%E3%80%8D%E7%9A%84%E5%93%B2%E5%AD%A6.png.jpeg
material219,「抗争」的哲学,角色天赋素材,合成获得 活动获得 忘却之峡 精通秘境:冰封废渊Ⅳ（忘却之峡限时开启） 时间：周二/周五/周日 秘境获得,"{'旅行者': '风元素天赋8→9；岩元素天赋一8→9', '莫娜': '天赋6→10', '琴': '天赋6→10', '优菈': '天赋6→10', '迪卢克': '天赋6→10', '雷泽': '天赋6→10', '诺艾尔': '天赋6→10', '班尼特': '天赋6→10'}",https://patchwiki.biligame.com/images/ys/thumb/7/72/0ent5h3ihuhwxd1s931as2io2tp56y7.png/60px-%E3%80%8C%E6%8A%97%E4%BA%89%E3%80%8D%E7%9A%84%E5%93%B2%E5%AD%A6.png.jpeg
material220,「黄金」的哲学,角色天赋素材,合成获得 活动获得 太山府 时间：周三/周六/周日 精通秘境:焚尽之环 Ⅳ（太山府限时开启） 秘境获得,"{'旅行者': '岩元素天赋二三6→7，9→10', '闲云': '天赋6→10', '钟离': '天赋6→10', '白术': '天赋6→10', '北斗': '天赋6→10', '行秋': '天赋6→10', '辛焱': '天赋6→10', '烟绯': '天赋6→10'}",https://patchwiki.biligame.com/images/ys/thumb/6/6d/qzfergmpc2ysgqotzg8h9hogzv1u2l1.png/60px-%E3%80%8C%E9%BB%84%E9%87%91%E3%80%8D%E7%9A%84%E5%93%B2%E5%AD%A6.png.jpeg
material221,「繁荣」的哲学,角色天赋素材,合成获得 活动获得 太山府 精通秘境:炽炎祭场Ⅳ（太山府限时开启） 时间：周一/周四/周日 秘境获得,"{'旅行者': '岩元素天赋二三7→8', '申鹤': '天赋6→10', '魈': '天赋6→10', '刻晴': '天赋6→10', '七七': '天赋6→10', '夜兰': '天赋6→10', '嘉明': '天赋6→10', '凝光': '天赋6→10'}",https://patchwiki.biligame.com/images/ys/thumb/2/20/55a8guat2ploi8fyk7pt2cn9vabrvdi.png/60px-%E3%80%8C%E7%B9%81%E8%8D%A3%E3%80%8D%E7%9A%84%E5%93%B2%E5%AD%A6.png.jpeg
material222,生长碧翡块,角色突破素材,合成获得 周常BOSS掉落 BOSS掉落 60级以上BOSS掉落 60级以上（草）周刷BOSS挑战奖励,"{'生长碧翡': '炼金合成', '艾梅莉埃': '60/70级突破', '菈乌玛': '60/70级突破', '艾尔海森': '60/70级突破', '白术': '60/70级突破', '奈芙尔': '60/70级突破', '提纳里': '60/70级突破', '基尼奇': '60/70级突破', '纳西妲': '60/70级突破', '瑶瑶': '60/70级突破', '卡维': '60/70级突破', '绮良良': '60/70级突破', '柯莱': '60/70级突破'}",https://patchwiki.biligame.com/images/ys/thumb/6/63/157vjoof4viyko66ab4r9a85uvgbrr2.png/60px-%E7%94%9F%E9%95%BF%E7%A2%A7%E7%BF%A1%E5%9D%97.png
material223,璀璨原钻块,角色突破素材,冒险等阶奖励,{'旅行者': '60，70级突破'},https://patchwiki.biligame.com/images/ys/thumb/3/3f/6jm9d7ucrbv7wfvmyso45u3kkcf460h.png/60px-%E7%92%80%E7%92%A8%E5%8E%9F%E9%92%BB%E5%9D%97.png
material224,坚牢黄玉块,角色突破素材,合成获得 周常BOSS掉落 BOSS掉落 60级以上BOSS掉落 60级以上（岩）周刷BOSS挑战奖励,"{'坚牢黄玉': '炼金合成', '阿贝多': '60/70级突破', '千织': '60/70级突破', '希诺宁': '60/70级突破', '荒泷一斗': '60/70级突破', '钟离': '60/70级突破', '娜维娅': '60/70级突破', '桑多涅': '60/70级突破', '五郎': '60/70级突破', '卡齐娜': '60/70级突破', '云堇': '60/70级突破', '诺艾尔': '60/70级突破', '凝光': '60/70级突破'}",https://patchwiki.biligame.com/images/ys/thumb/3/38/rs4gwsh1p3mnt2oj8mmyw0g07bthyq5.png/60px-%E5%9D%9A%E7%89%A2%E9%BB%84%E7%8E%89%E5%9D%97.png
material225,自在松石块,角色突破素材,周常BOSS掉落 合成获得 BOSS掉落 60级以上BOSS掉落 60级以上（风）周刷BOSS挑战奖励,"{'自在松石': '炼金合成', '魈': '60/70级突破', '流浪者': '60/70级突破', '闲云': '60/70级突破', '恰斯卡': '60/70级突破', '温迪': '60/70级突破', '法尔伽': '60/70级突破', '枫原万叶': '60/70级突破', '琴': '60/70级突破', '梦见月瑞希': '60/70级突破', '琳妮特': '60/70级突破', '砂糖': '60/70级突破', '伊法': '60/70级突破', '早柚': '60/70级突破', '雅珂达': '60/70级突破', '鹿野院平藏': '60/70级突破', '蓝砚': '60/70级突破', '珐露珊': '60/70级突破'}",https://patchwiki.biligame.com/images/ys/thumb/1/11/rkf5g9rjt2aua0jx326zp0loj570j1q.png/60px-%E8%87%AA%E5%9C%A8%E6%9D%BE%E7%9F%B3%E5%9D%97.png
material226,哀叙冰玉块,角色突破素材,合成获得 周常BOSS掉落 BOSS掉落 60级以上BOSS掉落 60级以上（冰）周刷BOSS挑战奖励,"{'哀叙冰玉': '炼金合成', '七七': '60/70级突破', '埃洛伊': '60/70级突破', '莱欧斯利': '60/70级突破', '申鹤': '60/70级突破', '茜特菈莉': '60/70级突破', '甘雨': '60/70级突破', '爱可菲': '60/70级突破', '神里绫华': '60/70级突破', '丝柯克': '60/70级突破', '优菈': '60/70级突破', '菲米尼': '60/70级突破', '迪奥娜': '60/70级突破', '罗莎莉亚': '60/70级突破', '莱依拉': '60/70级突破', '凯亚': '60/70级突破', '米卡': '60/70级突破', '重云': '60/70级突破', '夏洛蒂': '60/70级突破'}",https://patchwiki.biligame.com/images/ys/thumb/4/49/87x82hcbrcsu0emh5ajc48fyyyyic3v.png/60px-%E5%93%80%E5%8F%99%E5%86%B0%E7%8E%89%E5%9D%97.png
material227,最胜紫晶块,角色突破素材,周常BOSS掉落 合成获得 BOSS掉落 60级以上BOSS掉落 60级以上（雷）周刷BOSS挑战奖励,"{'最胜紫晶': '炼金合成', '赛诺': '60/70级突破', '刻晴': '60/70级突破', '瓦雷莎': '60/70级突破', '雷电将军': '60/70级突破', '伊涅芙': '60/70级突破', '克洛琳德': '60/70级突破', '八重神子': '60/70级突破', '菲林斯': '60/70级突破', '伊安珊': '60/70级突破', '九条裟罗': '60/70级突破', '雷泽': '60/70级突破', '丽莎': '60/70级突破', '赛索斯': '60/70级突破', '久岐忍': '60/70级突破', '北斗': '60/70级突破', '欧洛伦': '60/70级突破', '多莉': '60/70级突破', '菲谢尔': '60/70级突破'}",https://patchwiki.biligame.com/images/ys/thumb/c/c9/kfwuvtexmk8kbyceawp6ohe4tp1k6q3.png/60px-%E6%9C%80%E8%83%9C%E7%B4%AB%E6%99%B6%E5%9D%97.png
material228,燃愿玛瑙块,角色突破素材,合成获得 周常BOSS掉落 BOSS掉落 60级以上BOSS掉落 60级以上（火）周刷BOSS挑战奖励,"{'燃愿玛瑙': '炼金合成', '可莉': '60/70级突破', '尼可': '60/70级突破', '林尼': '60/70级突破', '宵宫': '60/70级突破', '杜林': '60/70级突破', '阿蕾奇诺': '60/70级突破', '艾莉丝': '60/70级突破', '胡桃': '60/70级突破', '迪卢克': '60/70级突破', '玛薇卡': '60/70级突破', '迪希雅': '60/70级突破', '班尼特': '60/70级突破', '夏沃蕾': '60/70级突破', '托马': '60/70级突破', '香菱': '60/70级突破', '嘉明': '60/70级突破', '辛焱': '60/70级突破', '安柏': '60/70级突破', '烟绯': '60/70级突破'}",https://patchwiki.biligame.com/images/ys/thumb/a/ad/cehif97ek15mdrwi7lynwdpcxykizrb.png/60px-%E7%87%83%E6%84%BF%E7%8E%9B%E7%91%99%E5%9D%97.png
material229,涤净青金块,角色突破素材,周常BOSS掉落 合成获得 BOSS掉落 60级以上BOSS掉落 60级以上（水）周刷BOSS挑战奖励,"{'涤净青金': '炼金合成', '芙宁娜': '60/70级突破', '神里绫人': '60/70级突破', '希格雯': '60/70级突破', '夜兰': '60/70级突破', '玛拉妮': '60/70级突破', '妮露': '60/70级突破', '莫娜': '60/70级突破', '达达利亚': '60/70级突破', '那维莱特': '60/70级突破', '珊瑚宫心海': '60/70级突破', '哥伦比娅': '60/70级突破', '芭芭拉': '60/70级突破', '行秋': '60/70级突破', '塔利雅': '60/70级突破', '坎蒂丝': '60/70级突破', '爱诺': '60/70级突破'}",https://patchwiki.biligame.com/images/ys/thumb/e/ef/pnf9jrnyze0atqkatbinpk0yq43qhbs.png/60px-%E6%B6%A4%E5%87%80%E9%9D%92%E9%87%91%E5%9D%97.png
material230,大英雄的经验,角色经验素材,地脉之花（主要来源） 探索与事件报酬（宝箱，供奉，任务等）,{'角色升级': '+20000'},https://patchwiki.biligame.com/images/ys/thumb/5/57/premku9p4bm8rvnj2w10ut7ug282dlg.png/60px-%E5%A4%A7%E8%8B%B1%E9%9B%84%E7%9A%84%E7%BB%8F%E9%AA%8C.png
material231,欢乐零食,兑换券,「和旋舞剧」 活动「悠悠慢庄园」玩法获得,"{'邀请动物朋友们入住': '', '悠悠慢庄园': ''}",https://patchwiki.biligame.com/images/ys/thumb/0/06/bpx8t35coa67izdnt4f9ka2u0ipztd8.png/60px-%E6%AC%A2%E4%B9%90%E9%9B%B6%E9%A3%9F.png
material232,资金（4.5）,兑换券,「升炼研巧万策金」 活动获得,{'购买活动商店内的物品': ''},https://patchwiki.biligame.com/images/ys/thumb/8/82/91q3u5jbatwk5n07e7567nakyxi6zon.png/60px-%E8%B5%84%E9%87%91.png
material233,妙思活力,其他,「奇域盛邀·妙思觅索」 活动获得,{},https://patchwiki.biligame.com/images/ys/thumb/4/45/qxw6dxtyscgl8eggbgqb0104b1uy6vd.png/60px-%E5%A6%99%E6%80%9D%E6%B4%BB%E5%8A%9B.png
material234,奇域经验,其他,经验奖励任务获取,{'提升奇域等级': ''},https://patchwiki.biligame.com/images/ys/thumb/6/6b/57o4oypllk30zrdbpcmfosgfmy25pcv.png/60px-%E5%A5%87%E5%9F%9F%E7%BB%8F%E9%AA%8C.png
material235,纪游经验,其他,纪游任务获取,{'提升纪游等级': ''},https://patchwiki.biligame.com/images/ys/thumb/b/be/6nvp9gr30sarxhk3oq28so5zjrui7xi.png/60px-%E7%BA%AA%E6%B8%B8%E7%BB%8F%E9%AA%8C.png
material236,完备进度,其他,「参究故墟·稳健知行」 活动获得,{},https://patchwiki.biligame.com/images/ys/thumb/d/d7/acb35fmtdvqrzpslxdzgxgi5wtsqjeo.png/60px-%E5%AE%8C%E5%A4%87%E8%BF%9B%E5%BA%A6.png
material237,巧趣活力,其他,「奇域盛邀·巧趣醒转」 活动获得,{},https://patchwiki.biligame.com/images/ys/thumb/6/6e/aj7r4wmdmoextbija2d39bq6zli6xkn.png/60px-%E5%B7%A7%E8%B6%A3%E6%B4%BB%E5%8A%9B.png
material238,军团士气,其他,「叮铃哐啷大作战」 活动获得,{},https://patchwiki.biligame.com/images/ys/thumb/0/0e/oo4gky949ioi79ihk37qw71zjkrkrk2.png/60px-%E5%86%9B%E5%9B%A2%E5%A3%AB%E6%B0%94.png
material239,绘夏热度,其他,「绘夏！烈日？度假村！」 活动获得,{'提升绘夏热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/7/77/crrdohutysoe9uotf0ag9nejy52amtw.png/60px-%E7%BB%98%E5%A4%8F%E7%83%AD%E5%BA%A6.png
material240,游艺印章,其他,「三川游艺绮梦谭」 活动获得,"{'三川游艺绮梦谭': '', '活动商店兑换': ''}",https://patchwiki.biligame.com/images/ys/thumb/5/5e/rqbjbcrmbfd50lp6ucar5tpve21mwod.png/60px-%E6%B8%B8%E8%89%BA%E5%8D%B0%E7%AB%A0.png
material241,节庆热度（「春曦画桃符」）,其他,「春曦画桃符」 活动获得,{'提升节庆热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/7/79/bix3hfo4sdxvikpr7x447fqwgyr7djy.png/60px-%E8%8A%82%E5%BA%86%E7%83%AD%E5%BA%A6%EF%BC%88%E3%80%8C%E6%98%A5%E6%9B%A6%E7%94%BB%E6%A1%83%E7%AC%A6%E3%80%8D%EF%BC%89.png
material242,庆典热度,其他,「彩糖与蔷薇的幻色颂」 活动获得,{'提升庆典热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/e/eb/lrhgq5878446lhwvs709nf3cp1p4e5n.png/60px-%E5%BA%86%E5%85%B8%E7%83%AD%E5%BA%A6.png
material243,归途阅历,其他,「星之归还」第五期 获取,{'回归任务': ''},https://patchwiki.biligame.com/images/ys/thumb/4/40/rrtymg6qexif1ow61mliap0ner2ytvk.png/60px-%E5%BD%92%E9%80%94%E9%98%85%E5%8E%86.png
material244,形彩思绪,其他,「绮绘的踪绪」 活动获得,"{'累积': '', '形彩思绪': '', '可获得多种物资奖励': ''}",https://patchwiki.biligame.com/images/ys/thumb/9/9a/9x6wl6alw9u1exp88325x5qwfigcreu.png/60px-%E5%BD%A2%E5%BD%A9%E6%80%9D%E7%BB%AA.png
material245,分析进度,其他,「安固诸方之述演」 活动获得,"{'收集该道具以在': '', '安固诸方之述演': '', '活动期间兑换奖励': ''}",https://patchwiki.biligame.com/images/ys/thumb/5/5f/p2gs872gz2uxu801x0fwl2h5fumc3w0.png/60px-%E5%88%86%E6%9E%90%E8%BF%9B%E5%BA%A6.png
material246,「虹色巡回券」,其他,「荒泷生命摇滚虹色大巡回」 活动获得,"{'在': '', '荒泷生命摇滚虹色大巡回': '', '期间': '', '可以解锁多种奖励': ''}",https://patchwiki.biligame.com/images/ys/thumb/0/02/h3h5vzeb5qkydch60ga8tjthffx61nq.png/60px-%E3%80%8C%E8%99%B9%E8%89%B2%E5%B7%A1%E5%9B%9E%E5%88%B8%E3%80%8D.png
material247,节庆热度（「彩鹞栉春风」）,其他,「彩鹞栉春风」 活动获得,{'提升节庆热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/8/89/ixvit3k390yzae02phu5wm0kbcomlua.png/60px-%E8%8A%82%E5%BA%86%E7%83%AD%E5%BA%A6.png
material248,剧戏票券,其他,「蔷薇与铳枪」 活动获得,"{'在': '', '蔷薇与铳枪': '', '期间': '', '可以解锁多种奖励': ''}",https://patchwiki.biligame.com/images/ys/thumb/5/57/0fstlbknupycqb7edf0il4z60z4mm4i.png/60px-%E5%89%A7%E6%88%8F%E7%A5%A8%E5%88%B8.png
material249,诗歌会热度,其他,「游水酝诗籍」 活动获得,{'提升诗歌会热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/9/98/qj8id4zz8znj8scpd9r01ztycc320s2.png/60px-%E8%AF%97%E6%AD%8C%E4%BC%9A%E7%83%AD%E5%BA%A6.png
material250,声望经验·枫丹,其他,枫丹世界任务 枫丹悬赏讨伐 枫丹居民请求,{'提升枫丹声望等级': ''},https://patchwiki.biligame.com/images/ys/thumb/d/d0/ngfvpv6pnn5hmxnvgcgrpvwzaljcise.png/60px-%E5%A3%B0%E6%9C%9B%E7%BB%8F%E9%AA%8C%C2%B7%E6%9E%AB%E4%B8%B9.png
material251,游乐会热度,其他,「盛典与慧业」 活动获得,{'提升游乐会热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/1/17/2txuidy24gev6eykrgq30ecufzuvzwv.png/60px-%E6%B8%B8%E4%B9%90%E4%BC%9A%E7%83%AD%E5%BA%A6.png
material252,节庆热度（「磬弦奏华夜」）,其他,「磬弦奏华夜」 活动获得,{'提升节庆热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/8/89/ixvit3k390yzae02phu5wm0kbcomlua.png/60px-%E8%8A%82%E5%BA%86%E7%83%AD%E5%BA%A6.png
material253,牌手经验,其他,大世界对局 每周来客挑战,{'提升牌手等级': ''},https://patchwiki.biligame.com/images/ys/thumb/1/10/31qdnztzxbo5dyi6jpvxxs99vq60geh.png/60px-%E7%89%8C%E6%89%8B%E7%BB%8F%E9%AA%8C.png
material254,节庆热度（归风佳酿节）,其他,「杯中遥吟之歌」 活动获得,{'提升节庆热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/7/7f/s78xsw1p7fzr1g8lq1ckp2kwgy2eudt.png/60px-%E8%8A%82%E5%BA%86%E7%83%AD%E5%BA%A6%EF%BC%88%E5%BD%92%E9%A3%8E%E4%BD%B3%E9%85%BF%E8%8A%82%EF%BC%89.png
material255,声望经验·须弥,其他,须弥世界任务 须弥悬赏讨伐 须弥居民请求,{'提升须弥声望等级': ''},https://patchwiki.biligame.com/images/ys/thumb/8/8e/amtbqf2i67kptubk20ez10og36uji6m.png/60px-%E5%A3%B0%E6%9C%9B%E7%BB%8F%E9%AA%8C%C2%B7%E9%A1%BB%E5%BC%A5.png
material256,逐月节节庆热度,其他,完成「 觅取月晖 」与「 珍肴霞踪 」可获得,{'提升节庆热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/6/67/hh76rcqgtg7l2o6omfkojbcnhdx8pfa.png/60px-%E9%80%90%E6%9C%88%E8%8A%82%E8%8A%82%E5%BA%86%E7%83%AD%E5%BA%A6.png
material257,声望经验·稻妻,其他,稻妻世界任务 稻妻悬赏讨伐 稻妻居民请求,{'提升稻妻声望等级': ''},https://patchwiki.biligame.com/images/ys/thumb/c/c7/jr6mc33dsifowquzr13qzxy62fdqs9m.png/60px-%E5%A3%B0%E6%9C%9B%E7%BB%8F%E9%AA%8C%C2%B7%E7%A8%BB%E5%A6%BB.png
material258,节庆热度,其他,完成「 海灯节轶事 」可获得,{'提升节庆热度等级': ''},https://patchwiki.biligame.com/images/ys/thumb/8/89/ixvit3k390yzae02phu5wm0kbcomlua.png/60px-%E8%8A%82%E5%BA%86%E7%83%AD%E5%BA%A6.png
material259,声望经验·蒙德,其他,蒙德世界任务 蒙德悬赏讨伐 蒙德居民请求,{'提升蒙德声望等级': ''},https://patchwiki.biligame.com/images/ys/thumb/2/29/fj73zawxn7tut7nd1cmn892mmb6gvjn.png/60px-%E5%A3%B0%E6%9C%9B%E7%BB%8F%E9%AA%8C%C2%B7%E8%92%99%E5%BE%B7.png
material260,声望经验·璃月,其他,璃月世界任务 璃月悬赏讨伐 璃月居民请求,{'提升璃月声望等级': ''},https://patchwiki.biligame.com/images/ys/thumb/9/99/4v1ilgk6j6y4mr8odbqq2ru6xqxihz6.png/60px-%E5%A3%B0%E6%9C%9B%E7%BB%8F%E9%AA%8C%C2%B7%E7%92%83%E6%9C%88.png
material261,纪行经验,其他,纪行任务获取,{'升级纪行等级': ''},https://patchwiki.biligame.com/images/ys/thumb/0/02/pn0ojty0c64lf9w2ekq1fbnj6h5pssm.png/60px-%E7%BA%AA%E8%A1%8C%E7%BB%8F%E9%AA%8C.png
material262,好感经验,其他,委托任务 洞天赠礼 突发事件 消耗 原粹树脂,"{'角色': '', '好感等级': '', '提升': ''}",https://patchwiki.biligame.com/images/ys/thumb/b/be/nhct04w95v020t25bprbpmdr5l655cz.png/60px-%E5%A5%BD%E6%84%9F%E7%BB%8F%E9%AA%8C.png
material263,角色经验,其他,主线任务 击败怪物,{'提升角色等级': ''},https://patchwiki.biligame.com/images/ys/thumb/7/71/4jwan2773gjytasfp8ocqgibchyh0qv.png/60px-%E8%A7%92%E8%89%B2%E7%BB%8F%E9%AA%8C.png
material264,冒险阅历,其他,世界探索 任务报酬,{'冒险等阶提升': ''},https://patchwiki.biligame.com/images/ys/thumb/b/b2/gjafb6cnym0dufrrem49p70l7z7rqz9.png/60px-%E5%86%92%E9%99%A9%E9%98%85%E5%8E%86.png
material265,稀光遗骼,武器培养素材,精英怪物掉落 合成获得 40级以上 蕴光异兽 掉落,"{'繁光躯外骸': '炼金合成', '真语秘匣': '50/60级突破', '万能钥匙': '50/60级突破', '织月者的曙色': '50/60级突破', '天光的纺琴': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/3/3b/44j7v7v83jdf1ceypq152eqph9kccyc.png/60px-%E7%A8%80%E5%85%89%E9%81%97%E9%AA%BC.png
material266,幽雾片甲,武器培养素材,精英怪物掉落 合成获得 40级以上 荒野狂烈 掉落,"{'幽雾兜盔': '炼金合成', '血染荒城': '50/60级突破', '掘金之锹': '50/60级突破', '罗网勾针': '50/60级突破', '圣祭者的辉杖': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/8/83/i20j6yn4vovxej2pn3gnlk0ddyhckbw.png/60px-%E5%B9%BD%E9%9B%BE%E7%89%87%E7%94%B2.png
material267,霜夜的柔辉,武器培养素材,精英怪物掉落 合成获得 40级以上 霜夜灵嗣 掉落,"{'霜夜的煌荣': '炼金合成', '纺夜天镜': '50/60级突破', '黑蚀': '50/60级突破', '乌髓孑灯': '50/60级突破', '霜辰': '50/60级突破', '谧音吹哨': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/5/55/nos1pd0r8ujgq1zhfn8wiaihf87zbe3.png/60px-%E9%9C%9C%E5%A4%9C%E7%9A%84%E6%9F%94%E8%BE%89.png
material268,蕴热的背壳,武器培养素材,精英怪物掉落 合成获得 40级以上 炉壳山鼬 掉落,"{'明燃的棱状壳': '炼金合成', '支离轮光': '50/60级突破', '溢彩心念': '50/60级突破', '冷寂迸音': '50/60级突破', '拾慧铸熔': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/0/03/f789z6j9ft4dnofw6g52tbeaslelgwt.png/60px-%E8%95%B4%E7%83%AD%E7%9A%84%E8%83%8C%E5%A3%B3.png
material269,惑光的阔叶,武器培养素材,精英怪物掉落 40级以上 深邃拟覆叶 掉落 合成获得,"{'迷光的蜷叶之心': '炼金合成', '苍耀': '50/60级突破', '星鹫赤羽': '50/60级突破', '厄水之祸': '50/60级突破', '且住亭御咄': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/a/a2/4edy8j6bzz69kawcuq3hzjpmp97ex1z.png/60px-%E6%83%91%E5%85%89%E7%9A%84%E9%98%94%E5%8F%B6.png
material270,意志明晰的寄偶,武器培养素材,精英怪物掉落 合成获得 40级以上 大灵显化身 掉落,"{'意志巡游的符像': '炼金合成', '祭星者之望': '50/60级突破', '冲浪时光': '50/60级突破', '木棉之环': '50/60级突破', '弥坚骨': '50/60级突破', '乘浪的回旋': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/d/dd/4q568f941be4m7yw4xc8vmc176ps6uh.png/60px-%E6%84%8F%E5%BF%97%E6%98%8E%E6%99%B0%E7%9A%84%E5%AF%84%E5%81%B6.png
material271,聚燃的命种,武器培养素材,精英怪物掉落 合成获得 40级以上 熔岩游像 掉落,"{'聚燃的游像眼': '炼金合成', '山王长牙': '50/60级突破', '寝正月初晴': '50/60级突破', '撼地者': '50/60级突破', '镇山之钉': '50/60级突破', '缀花之翎': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/4/4c/qvtqa3vssbpnbfjkf8l8a1xpbjx7c11.png/60px-%E8%81%9A%E7%87%83%E7%9A%84%E5%91%BD%E7%A7%8D.png
material272,秘源机鞘,武器培养素材,精英怪物掉落 合成获得 40级以上 秘源机兵·寻捕械 掉落,"{'秘源真芯': '炼金合成', '岩峰巡歌': '50/60级突破', '焚曜千阳': '50/60级突破', '虹的行迹': '50/60级突破', '苍纹角杯': '50/60级突破', '硕果钩': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/6/63/6qgyfdcx9gkwr5vgaljoch5w9q8e38c.png/60px-%E7%A7%98%E6%BA%90%E6%9C%BA%E9%9E%98.png
material273,裂断的剑柄,武器培养素材,精英怪物掉落 合成获得 40级以上 魔像禁卫 掉落,"{'未熄的剑柄': '炼金合成', '柔灯挽歌': '50/60级突破', '赤月之形': '50/60级突破', '息燧之笛': '50/60级突破', '筑云': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/c/c9/7xlyiirugnh30725qe3kmgdm9zcrzwp.png/60px-%E8%A3%82%E6%96%AD%E7%9A%84%E5%89%91%E6%9F%84.png
material274,月色鳍翅,武器培养素材,精英怪物掉落 合成获得 40级以上 玄文兽 掉落 星尘兑换,"{'渊光鳍翅': '炼金合成', '白雨心弦': '50/60级突破', '鹤鸣余音': '50/60级突破', '沙中伟贤的对答': '50/60级突破', '碎链': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/a/a6/08uymnw6khv8f74gw4bg4ykvji0or09.png/60px-%E6%9C%88%E8%89%B2%E9%B3%8D%E7%BF%85.png
material275,役人的制式怀表,武器培养素材,精英怪物掉落 40级以上 愚人众·役人 掉落 合成获得,"{'役人的时时刻刻': '炼金合成', '赦罪': '50/60级突破', '金流监督': '50/60级突破', '究极霸王超级魔剑': '', '级突破': '', '船坞长剑': '50/60级突破', '勘探钻机': '50/60级突破', '水仙十字之剑': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/9/90/jb0vb1obn7ns56r89kry7vfrsflytmm.png/60px-%E5%BD%B9%E4%BA%BA%E7%9A%84%E5%88%B6%E5%BC%8F%E6%80%80%E8%A1%A8.png
material276,外世突触,武器培养素材,精英怪物掉落 合成获得 40级以上 隙境原体 掉落,"{'异界生命核': '炼金合成', '万世流涌大典': '50/60级突破', '裁断': '50/60级突破', '浪影阔剑': '50/60级突破', '公义的酬报': '50/60级突破', '便携动力锯': '50/60级突破', '纯水流华': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/c/c0/eskkntmdf86hzio6mv5ijs3env4csha.png/60px-%E5%A4%96%E4%B8%96%E7%AA%81%E8%A7%A6.png
material277,浊水的一掬,武器培养素材,精英怪物掉落 合成获得 40级以上浊水幻灵掉落,"{'初生的浊水幻灵': '炼金合成', '香韵奏者': '50/60级突破', '静水流涌之辉': '50/60级突破', '最初的大魔术': '50/60级突破', '灰河渡手': '50/60级突破', '海渊终曲': '50/60级突破', '静谧之曲': '50/60级突破', '测距规': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/d/d0/6svn53f0admzvctkjw3fyi9z0jx3iu1.png/60px-%E6%B5%8A%E6%B0%B4%E7%9A%84%E4%B8%80%E6%8E%AC.png
material278,何人所珍藏之花,武器培养素材,合成获得 40级以上丘丘游侠掉落 精英怪物掉落,"{'漫游者的盛放之花': '炼金合成', '碧落之珑': '50/60级突破', '鹮穿之喙': '50/60级突破', '烈阳之嗣': '50/60级突破', '峡湾长歌': '50/60级突破'}",https://patchwiki.biligame.com/images/ys/thumb/4/4f/3xe4xpcp7r48fob0ovvx7mnl2yn2d7r.png/60px-%E4%BD%95%E4%BA%BA%E6%89%80%E7%8F%8D%E8%97%8F%E4%B9%8B%E8%8A%B1.png
